2-* Corporate Sell-out             1|tss.7|-6|F||Character sold out to a powerful group (corporation, mafia, government, etc) and now works for them and must take any and all runs they tell him/her
2-* Cranial Bomb                   1|src.29|-6|F||Character has a cortex bomb (GM's discretion).
2-* Cursed Karma                   1|src.29|-6|F||Every time the character spends a karma point, roll 1d6. On 1, the karma point has the adversed effect.
2-* Gremlins Lev 1                 1|src.29|-1|F||When the character uses a device, roll 2d6. On a 2, the device only works with a +1 or -1 modifier (whichever is against the character). A hard punch (Simple Action) brings it back to life.
2-* Gremlins Lev 2                 1|src.29|-2|F||When the character uses a device, roll 2d6. On a 2, the device ceases to function. A hard punch (Simple Action) brings it back to life.
2-* Gremlins Lev 3                 1|src.29|-3|F||When the character uses a device, roll 2d6. On a 2, the device only works with a +2 or -2 modifier (whichever is against the character). Device must be repaired. Repair costs are 0.2 times the buying costs.
2-* Gremlins Lev 4                 1|src.29|-4|F||When the character uses a device, roll 2d6. On a 2, the device ceases completely to function. Devie must be repaired. Repair costs are half the buying costs.
2-* Hunted Lev 1->                 1|src.30|-2|F||Character is hunted by a level 3 enemy.
2-* Hunted Lev 2->                 1|src.30|-4|F||Character is hunted by a level 4 enemy.
2-* Hunted Lev 3->                 1|src.30|-6|F||Character is hunted by a level 5 or level 6 enemy.
2-* Mysterious Cyberware->         1|src.30|-3|F||Charater has an obscure piece of cyberware in his body which he has no knowledge of (GM's discretion).
2-* Police Record                  1|src.30|-6|F||Character has a SIN with police record. All contacts must be street types. All security firms have the character's record. Lone Star knows all about the character.
2-* Poverty (-1)                   1|tss.7|-1|F||Starting cash roll is reduced to 3d6x200
2-* Poverty (-2)                   1|tss.7|-2|F||Character does not roll for starting cash
1-SURGE
2-* SRG:Altered Eye Color->        1|yotc.139|-1|F||Obvious change in Eye color not compatible with feline eyes or cyber-eyes
2-* SRG:Altrd Skin Color.(Minor)-> 1|yotc.139|-1|F||Obvious but not too unusual change in skin pigments.
2-* SRG:Altrd Skin Color.(Major)-> 1|yotc.139|-2|F||Obvious and harmful or strange changes in skin pigment.
2-* SRG:Astral Hazing              1|yotc.139|-5|F||char. generates a background count(mits.83) around him at a rate of 1 point per hour until it reaches 1/2 essence.  gradualy fades after char. leaves
2-* SRG:Bior-Rejection(non-Awaken) 1|yotc.139|-5|F||similar to normal flaw, any existing implants cause gradual sickness becoming incapacitated over body days, and will die within body*2 days if not removed.
2-* SRG:Bior-Rejection(Awakened)   1|yotc.139|-2|F||similar to normal flaw, any existing implants cause gradual sickness becoming incapacitated over body days, and will die within body*2 days if not removed.
2-* SRG:Chronic Osteocspus         1|yotc.139|-10|F||Bony spikes painfully erupt all over the body. pain for 10-willpower weeks until accustomed +4 to all target numbers during this time. over time gain pain resistance as adept power at lvl 3 (sr3.170) +1to all unarmed attack powers, slow healer.
2-* SRG:Critter Spook              1|yotc.139|-1|F||all animals react with fear and hostility, and will go out of there way to attack this char. first, +2 TN to pacify.
2-* SRG:Cyclops                    1|yotc.139|-4|F||lose any cybereyes, +2 for ranged attacks
2-* SRG:Dual Natured(non-Awakned)  1|yotc.140|-10|F||may not turn this off, gain ability to learn aura reading. affected like dual nature critters
2-* SRG:Dual Natured(Awakned)      1|yotc.140|-5|F||may not turn this off, affected like dual nature critters, can still astraly project.
2-* SRG:Feathers (Minor)->         1|yotc.140|-1|F||hair is replaced by feathers
2-* SRG:Feathers (Major)->         1|yotc.140|-2|F||hair is replaced by feathers
2-* SRG:Pointed Ears               1|yotc.140|-1|F||gain elf like ears
2-* SRG:Scales (Minor)             1|yotc.140|-1|F||character grows scale over some or all of body, must occasionally shed.
2-* SRG:Scales (Major)             1|yotc.140|-2|F||character grows scale over some or all of body, must occasionally shed.
2-* SRG:Slow Healer                1|yotc.140|-2|F||+2 to all healing tests
2-* SRG:Third Eye                  1|yotc.140|-2|F||detectable when closed at TN(4) no other vision benefit except depth perception when one eye closed.
2-* SRG:Tusks                      1|yotc.140|-1|F||gain tusks like an orc or troll, impairs speech
2-* SRG:Unusual Hair (Minor)->     1|yotc.140|-1|F||Hair grows in either unusual places or colors
2-* SRG:Unusual Hair (Major)->     1|yotc.140|-2|F||Hair grows in either unusual places or colors
2-* SRG:Vestigal Tail              1|yotc.140|-1|F||Gain a short tail, clothes must be tailored and sitting for long periods is uncomfortable, may be wagged with effort.
