!SKILLS.DAT - Skills data file - 
! MOD TO SR3 MM 990906
!-----------------------------------------------------------------
!Shadowrun 3 Original
!---------------------
!#Skill class
!Skill name(ATR)  BOD,INT,CHA,QCK,STR,WIL,REA
!         (KNO)  LAN   Knowledge, Language
! Followed by the Book-Page using | as a separator
! Followed by the Notes section using another | as a separator
! Concentration (is now specialization)  use "->" for custom spec (see assault rifles)
!  Specialization ( * = enter weapon/vehicle/etc... ) ELIMINATED IN SR3
! NO MORE THAN 3000 Records!!
! Josef Wegner: added Target: Wastelands entries 01/03/03
!--------------
#Combat skills
!--------------
AC:Security Systems(KNO)|sr3.XXX|
 Sensor Nets|sr3.XXX|
 Two-stage Defenses|sr3.XXX|
 Passive Systems|sr3.XXX|
 Active Systems|sr3.XXX|
 Weapons Systems|sr3.XXX|
 Vehicle Security|tss.14|
AC:Stockbroking(KNO)|tss.12|
 Stock Type ->
 Market ->
AC:Structural Engineering(KNO)|sr3.XXX|
 Specified ->
AC:Vehicle Security(KNO)|tss.14|
AC:Zoology(KNO)|sr3.90|
!-----------------
#System Familiarity(SF) Knowledge skills
!This entire skill group is from matrix
!-----------------
SF:Automated Factory Familiarity(KNO)|mat.25|
SF:Cellular Network Familiarity(KNO)|mat.25|
SF:Chat Room Familiarity(KNO)|mat.25|
SF:Chokepoint Familiarity(KNO)|mat.25|
SF:Communication Satellite Familiarity(KNO)|mat.25|
SF:Data Archive Familiarity(KNO)|mat.25|
SF:Game Host Familiarity(KNO)|mat.25|
SF:LTG Familiarity(KNO)|mat.25|
SF:Matrix Bank Familiarity(KNO)|mat.25|
SF:RTG Familiarity(KNO)|mat.25|
SF:Security Network Familiarity(KNO)|mat.25|
!-----------------
#Program Design(PD) Knowledge skills
!This skill group is from Matrix
!-----------------
PD:Application Design(KNO)|mat.25|
PD:Black IC Design(KNO)|mat.25|
PD:Cyberterminal Code Design(KNO)|mat.25|
PD:Defensive Utility Design(KNO)|mat.25|
PD:Frame Core Design(KNO)|mat.25|
PD:Grey IC Design(KNO)|mat.25|
PD:IC Construct Design(KNO)|mat.25|
PD:Offensive Utility Design(KNO)|mat.25|
PD:Operational Utility Design(KNO)|mat.25|
PD:Otaku:Info Sortilage(KNO)|mat.25|
PD:Programming Suite Design(KNO)|mat.25|
PD:Special Utility Design(KNO)|mat.25|
PD:Trace IC Design(KNO)|mat.25|
PD:Trace Utility Design(KNO)|mat.25|
PD:White IC Design(KNO)|mat.25|
PD:Worm Design Design(KNO)|mat.25|
!-----------------
#6th World(SW)Knowledge skills
!-----------------
SW:Artificial Intelligence(KNO)|mat.25|
SW:Atlantis Research(KNO)|sr3.90|
SW:Chat Rooms(KNO)|mat.26|
SW:Corporate Finance(KNO)|sr3.XXX|
SW:Corporate Hosts(KNO)|mat.25|
SW:Corporate Politics(KNO)|sr3.XXX|
SW:Corporate Procedures(KNO)|sr3.XXX|
SW:Corporate Security(KNO)|sr3.XXX|
SW:Cybertechnology(KNO)|sr3.90|
SW:Cyberterminal Design(KNO)|mat.25|
SW:Data Brokerage(KNO)|mat.25|
SW:Databases(KNO)|mat.25|
SW:Data Havens(KNO)|sr3.90|
SW:Deckmeisters(KNO)|mat.25|
SW:Dowsing(KNO)|sota.53|
 Compass|sota.53|
 Pendulum|sota.53|
 L-rod|sota.53|
 Y-rod|sota.53|
 Bobber|sota.53|
SW:Dragons(KNO)|sr3.90|
SW:Entertainment Politics(KNO)|sr3.XXX|
SW:Elven Society(KNO)|sr3.90|
SW:Iconography(KNO)|mat.26|
SW:Insect Spirits(KNO)|sr3.XXX|
SW:Humanis Policlub(KNO)|sr3.90|
SW:Jackpoint Locations(KNO)|sr3.66,mat.25|
SW:Legendary Deckers(KNO)|sr3.90|
SW:Magic(KNO)|sr3.90|
SW:Matrix Gangs(KNO)|mat.25|
SW:Matrix Security Procedures(KNO)|mat.25|
SW:Matrix Topography(KNO)|mat.25|
SW:Megacorporate Operations(KNO)|tss.13|
SW:Megacorporate Policies(KNO)|sr3.90|
SW:Megacorporate Politics(KNO)|sr3.90|
SW:Megacorporate Research(KNO)|sr3.77|
SW:Megacorporate Security(KNO)|sr3.90|
SW:Metahuman Politics(KNO)|sr3.XXX|
SW:Metahumanity(KNO)|sr3.90|
SW:Miltech Manufacturers(KNO)|sr3.80|
SW:Otaku(KNO)|mat.25|
SW:Parabotany(KNO)|tss.17|
SW:Paranormal Animals(KNO)|sr3.90|
SW:Satellite Networks(KNO)|mat.26|
SW:Seattle LTG(KNO)|mat.26|
SW:Tribal Politics(KNO)|sr3.78|
SW:Virtual Meeting Spots(KNO)|mat.26|
!-----------------
#Survival(SV)Knowledge skills
! From Target: Wastelands
!-----------------
SV:Navigation(KNO)|twl.105|
 Land|twl.105|
 Sea|twl.105|
 Flight|twl.105|
!-----------------
#Background(BK)Knowledge skills
!-----------------
! based on active skills less three (automatic) SR3-90|sr3.XXX|
BK:Assault Rifles(KNO)|sr3.XXX|
BK:Blowgun(KNO)|cc.105|
BK:Bracer(KNO)|cc.105|
BK:Clubs(KNO)|sr3.XXX|
BK:Cyber Implant Combat(KNO)|sr3.XXX|
BK:Edged Weapons(KNO)|sr3.XXX|
BK:Eye Gun(KNO)|cc.105|
BK:Gunnery(KNO)|sr3.XXX|
BK:Gun Cane(KNO)|cc.105|
BK:Gyrojet Pistol(KNO)|cc.105|
BK:Heavy Weapons(KNO)|sr3.XXX|
BK:Laser Weapons(KNO)|sr3.XXX|
BK:Launch Weapons(KNO)|sr3.XXX|
BK:Oral Gun(KNO)|cc.105|
BK:Oral Strike(KNO)|cc.105|
BK:Pistols(KNO)|sr3.XXX|
BK:Pole Arms:Staffs(KNO)|sr3.XXX|
BK:Projectile Weapons(KNO)|sr3.XXX|
BK:Rifles(KNO)|sr3.XXX|
BK:Shotguns(KNO)|sr3.XXX|
BK:Spray Weapons(KNO)|cc.105|
BK:Submachine Guns(KNO)|sr3.XXX|
BK:Throwing Weapons(KNO)|sr3.XXX|
BK:Unarmed Combat(KNO)|sr3.XXX|
BK:Underwater Combat(KNO)|sr3.XXX|
BK:Whips(KNO)|sr3.XXX|
BK:Aura Reading(KNO)|sr3.XXX|
BK:Centering(KNO)|mits.30|
BK:Conjuring(KNO)|sr3.XXX|
BK:Divining(KNO)|mits.30|
BK:Sorcery(KNO)|sr3.XXX|
BK:Magic Background(KNO)|sr3.78|
BK:Talismongering(KNO)|mits.30|
BK:Athletics(KNO)|sr3.XXX|
BK:Diving(KNO)|sr3.XXX|
BK:Parachuting(KNO)|cc.102|
BK:Stealth(KNO)|sr3.XXX|
BK:Acting(KNO)|tss.13|
BK:Artisan(KNO)|sr3.XXX|
BK:Etiquette(KNO)|sr3.XXX|
BK:Hypnotism(KNO)|tss.17|
BK:Instruction(KNO)|sr3.XXX|
BK:Interrogation(KNO)|sr3.XXX|
BK:Intimidation(KNO)|sr3.XXX|
BK:Leadership(KNO)|sr3.XXX|
BK:Leadership-Tactics(KNO)|sr3.XXX|
BK:Legerdemain(KNO)|tss.13|
BK:Negotiation(KNO)|sr3.XXX|
BK:Performance(KNO)|sr3.XXX|
BK:Riding(KNO)|tss.17|
BK:Wilderness Survival(KNO)|twl.105|
BK:Biotech(KNO)|sr3.XXX|
BK:Computer(KNO)|sr3.XXX|
BK:Demolitions(KNO)|sr3.XXX|
BK:Disguise(KNO)|sota.104|
BK:Electronics(KNO)|sr3.XXX|
BK:Forgery(KNO)|sr3.XXX|
BK:Handyman(KNO)|tss.14|
BK:Lock Picking(KNO)|sota.104|
BK:Small Unit Tactics(KNO)|cc.105|
BK:Bike(KNO)|sr3.XXX|
BK:Car(KNO)|sr3.XXX|
BK:Fixed Wing(KNO)|sr3.XXX|
BK:Hovercraft(KNO)|sr3.XXX|
BK:Lighter Than Air(KNO)|sr3.XXX|
BK:Motorboat(KNO)|sr3.XXX|
BK:Rotor Aircraft(KNO)|sr3.XXX|
BK:Sailboat(KNO)|sr3.XXX|
BK:Ship(KNO)|sr3.XXX|
BK:Submarines(KNO)|sr3.XXX|
BK:Vertored Thrust Aircraft(KNO)|sr3.XXX|
!-----------------
#Interests(IN)Knowledge skills
!-----------------
IN:20th Cen Comic books(KNO)|sr3.90|
IN:Astrology(KNO)|sota.53|
 Chinese|sota.53|
 Mayan|sota.53|
 Native American|sota.53|
 Vedic|sota.53|
 Western|sota.53|
IN:Bushido Philosophy(KNO)|sr3.75|
IN:Champagne(KNO)|sr3.XXX|
IN:Classical Music(KNO)|sr3.XXX|
IN:Combat Biking(KNO)|sr3.90|
IN:Conspiracy Theories(KNO)|sr3.90|
 Corporate|tss.12|
 Government|tss.12|
 Policlub|tss.12|
 Magical|tss.12|
 Region ->
 Group ->
IN:Cooking(KNO)|sr3.90|
IN:Cuisine(KNO)|sr3.90|
IN:Desert Wars(KNO)|sr3.72|
IN:Elven Wines(KNO)|sr3.90|
IN:Fashion(KNO)|sr3.90|
IN:Flatvid Movies(KNO)|sr3.90|
IN:Folklore and Mythology(KNO)|tss.17|
 Historical Period ->
 Region ->
IN:Gambling Card Games(KNO)|sr3.80|
IN:Investing(KNO)|sr3.90|
IN:Japanese Culture(KNO)|sr3.68|
IN:Japanese Society(KNO)|sr3.75|
IN:Legendary Martial Artists(KNO)|sr3.65|
IN:Meditation(KNO)|sr3.65|
IN:Occult Knowledge(KNO)|tss.17|
IN:Opera(KNO)|sr3.90|
IN:Pirate Trid Broadcasters(KNO)|sr3.69|
IN:Poetry(KNO)|sr3.90|
IN:Popular Culture(KNO)|sr3.XXX|
IN:Pornography(KNO)|sr3.XXX|
IN:Roleplaying Games of 20th Cen.(KNO)|sr3.90|
IN:Sci_fi Simchips(KNO)|sr3.90|
IN:Seattle High Society(KNO)|sr3.70|
IN:Sim Starlets(KNO)|sr3.90|
IN:Tir Tairngire Politics(KNO)|sr3.74|
IN:Tourist Trivia(KNO)|tss.13|
IN:Troll Thrash Metal Bands(KNO)|sr3.90|
IN:Urban Brawl(KNO)|sr3.90|
IN:Weightlifting(KNO)|sr3.72|
IN:Woodworking(KNO)|sr3.90|
!-----------------
#Area Knowledge(AK)Knowledge skills
!-----------------
AK:Auburn(KNO)|sr3.XXX|
AK:Bellevue(KNO)|sr3.XXX|
AK:Council Island(KNO)|sr3.XXX|
AK:Downtown Seattle(KNO)|sr3.XXX|
AK:Everett(KNO)|sr3.XXX|
AK:Ft. Lewis(KNO)|sr3.XXX|
AK:Greater Seattle(KNO)|sr3.XXX|
AK:Puyallup(KNO)|sr3.XXX|
AK:Redmond(KNO)|sr3.XXX|
AK:Renton(KNO)|sr3.XXX|
AK:Salish-Shidhe(KNO)|sr3.XXX|
AK:Seattle Matrix(KNO)|sr3.77|
AK:Seattle Sewers(KNO)|sr3.XXX|
AK:Snohomish(KNO)|sr3.XXX|
AK:Tacoma(KNO)|sr3.XXX|
AK:Tir Tairngire(KNO)|sr3.XXX|
!-----------------
#Language skills
!-----------------
English(LAN)|sr3.XXX|
 Cityspeak|sr3.91|
 Deckerese|sr3.XXX|
 Netspeak|sr3.91|
 Trog|sr3.91|
 Military Jargon|sr3.91|
 Scientific Jargon|sr3.91|
Arabic(LAN)|sr3.XXX|
Chinese(LAN)|sr3.XXX|
Danish(LAN)|sr3.XXX|
Filipino(LAN)|sr3.XXX|
Finish(LAN)|sr3.XXX|
French(LAN)|sr3.XXX|
German(LAN)|sr3.XXX|
Hebrew(LAN)|sr3.XXX|
Italian(LAN)|sr3.XXX|
Japanese(LAN)|sr3.XXX|
Korean(LAN)|sr3.XXX|
Latin(LAN)|sr3.XXX|
Norwegian(LAN)|sr3.XXX|
Or'zet(LAN)|sta2.167|
Pig Latin(LAN)|sr3.XXX|
Polish(LAN)|sr3.XXX|
Portuguese(LAN)|sr3.XXX|
Russian(LAN)|sr3.XXX|
Salish(LAN)|sr3.XXX|
Sign Language(LAN)|tss.12|
Spanish(LAN)|sr3.XXX|
Sperethiel(LAN)|sr3.91|
Swedish(LAN)|sr3.XXX|
Afrikaans(LAN)|sr3.XXX| 
Algonkin(LAN)|sr3.XXX| 
Amharic(LAN)|sr3.XXX| 
Anyi(LAN)|sr3.XXX| 
Apache(LAN)|sr3.XXX| 
Arapaho(LAN)|sr3.XXX| 
Armenian(LAN)|sr3.XXX| 
Arowakan(LAN)|sr3.XXX| 
Ashanti(LAN)|sr3.XXX| 
Assamese(LAN)|sr3.XXX| 
Azande(LAN)|sr3.XXX| 
Azerbaijani(LAN)|sr3.XXX| 
Aztec(LAN)|sr3.XXX| 
Bagirmi(LAN)|sr3.XXX| 
Bahasa(LAN)|sr3.XXX| 
Baluchi(LAN)|sr3.XXX| 
Basque(LAN)|sr3.XXX| 
Bassa(LAN)|sr3.XXX| 
Baule(LAN)|sr3.XXX| 
Beja(LAN)|sr3.XXX| 
Bemba(LAN)|sr3.XXX| 
Bengali(LAN)|sr3.XXX| 
Berber(LAN)|sr3.XXX| 
Bhili(LAN)|sr3.XXX| 
Birom(LAN)|sr3.XXX| 
Blackfoot(LAN)|sr3.XXX| 
Breton(LAN)|sr3.XXX| 
Bulgarian(LAN)|sr3.XXX| 
Bulu(LAN)|sr3.XXX| 
Burmese(LAN)|sr3.XXX| 
Bushman(LAN)|sr3.XXX| 
Byelorussian(LAN)|sr3.XXX| 
Caddo(LAN)|sr3.XXX| 
Cambodian(LAN)|sr3.XXX| 
Cantonese(LAN)|sr3.XXX| 
Cariban(LAN)|sr3.XXX| 
Catalan(LAN)|sr3.XXX| 
Catawba(LAN)|sr3.XXX| 
Cayuga(LAN)|sr3.XXX| 
Cebuano(LAN)|sr3.XXX| 
Chehalis(LAN)|sr3.XXX| 
Cheremis(LAN)|sr3.XXX| 
Cherokee(LAN)|sr3.XXX| 
Cheyenne(LAN)|sr3.XXX| 
Chickasaw(LAN)|sr3.XXX| 
Chipewwyan(LAN)|sr3.XXX| 
Choctaw(LAN)|sr3.XXX| 
Chukchi(LAN)|sr3.XXX| 
Chuvash(LAN)|sr3.XXX| 
Comanche(LAN)|sr3.XXX| 
Coptic(LAN)|sr3.XXX| 
Cree(LAN)|sr3.XXX| 
Creek(LAN)|sr3.XXX| 
Crow(LAN)|sr3.XXX| 
Czech(LAN)|sr3.XXX| 
Dakota(LAN)|sr3.XXX| 
Dayak(LAN)|sr3.XXX| 
Dinka(LAN)|sr3.XXX| 
Dutch(LAN)|sr3.XXX| 
Efik(LAN)|sr3.XXX| 
Egyptian(LAN)|sr3.XXX| 
Erie(LAN)|sr3.XXX| 
Esperanto(LAN)|sr3.XXX| 
Estonian(LAN)|sr3.XXX| 
Ewe(LAN)|sr3.XXX| 
Fang(LAN)|sr3.XXX| 
Fante(LAN)|sr3.XXX| 
Farsi(LAN)|sr3.XXX| 
Finnish(LAN)|sr3.XXX| 
Flemish(LAN)|sr3.XXX| 
French Creole(LAN)|sr3.XXX| 
Fula(LAN)|sr3.XXX| 
Fur(LAN)|sr3.XXX| 
Galician(LAN)|sr3.XXX| 
Galla(LAN)|sr3.XXX| 
Ganda(LAN)|sr3.XXX| 
Georgian(LAN)|sr3.XXX| 
Gondi(LAN)|sr3.XXX| 
Greek(LAN)|sr3.XXX| 
Guatemala(LAN)|sr3.XXX| 
Gujarti(LAN)|sr3.XXX| 
Hadza(LAN)|sr3.XXX| 
Hakka(LAN)|sr3.XXX| 
Harari(LAN)|sr3.XXX| 
Hausa(LAN)|sr3.XXX| 
Hawaiian(LAN)|sr3.XXX| 
Hidatsa(LAN)|sr3.XXX| 
Hindi(LAN)|sr3.XXX| 
Hopi(LAN)|sr3.XXX| 
Hottentot(LAN)|sr3.XXX| 
Huron(LAN)|sr3.XXX| 
Ibo(LAN)|sr3.XXX| 
Icelandic(LAN)|sr3.XXX| 
Igbo(LAN)|sr3.XXX| 
Ilocano(LAN)|sr3.XXX| 
Interlingua(LAN)|sr3.XXX| 
Inuit(LAN)|sr3.XXX| 
Irish Gaelic(LAN)|sr3.XXX| 
Iroquois(LAN)|sr3.XXX| 
Javanese(LAN)|sr3.XXX| 
Kanembu(LAN)|sr3.XXX| 
Kannada(LAN)|sr3.XXX| 
Kanuri(LAN)|sr3.XXX| 
Karelian(LAN)|sr3.XXX| 
Kashmiri(LAN)|sr3.XXX| 
Kazakh(LAN)|sr3.XXX| 
Kekchi(LAN)|sr3.XXX| 
Kikuyu(LAN)|sr3.XXX| 
Kirghiz(LAN)|sr3.XXX| 
Kiriwina(LAN)|sr3.XXX| 
Kituba(LAN)|sr3.XXX| 
Koman(LAN)|sr3.XXX| 
Kongo(LAN)|sr3.XXX| 
Konkani(LAN)|sr3.XXX| 
Kpele(LAN)|sr3.XXX| 
Kru(LAN)|sr3.XXX| 
Kurdish(LAN)|sr3.XXX| 
Kurukh(LAN)|sr3.XXX| 
Lao(LAN)|sr3.XXX| 
Lapp(LAN)|sr3.XXX| 
Latvian(LAN)|sr3.XXX| 
Lithuanian(LAN)|sr3.XXX| 
Livonian(LAN)|sr3.XXX| 
Luba(LAN)|sr3.XXX| 
Lunda(LAN)|sr3.XXX| 
Luo(LAN)|sr3.XXX| 
Maban(LAN)|sr3.XXX| 
Macedonian(LAN)|sr3.XXX| 
Madurese(LAN)|sr3.XXX| 
Magyar(LAN)|sr3.XXX| 
Makua(LAN)|sr3.XXX| 
Malayadem(LAN)|sr3.XXX| 
Malayan(LAN)|sr3.XXX| 
Maltese(LAN)|sr3.XXX| 
Mam(LAN)|sr3.XXX| 
Mandarian(LAN)|sr3.XXX| 
Mande(LAN)|sr3.XXX| 
Maori(LAN)|sr3.XXX| 
Marathi(LAN)|sr3.XXX| 
Masai(LAN)|sr3.XXX| 
Mbundu(LAN)|sr3.XXX| 
Melanesian(LAN)|sr3.XXX| 
Mende(LAN)|sr3.XXX| 
Micmac(LAN)|sr3.XXX| 
Micronesian(LAN)|sr3.XXX| 
Min(LAN)|sr3.XXX| 
Misima(LAN)|sr3.XXX| 
Mixtec(LAN)|sr3.XXX| 
Mohawk(LAN)|sr3.XXX| 
Mohican(LAN)|sr3.XXX| 
Mon(LAN)|sr3.XXX| 
Mongolian(LAN)|sr3.XXX| 
Mordvin(LAN)|sr3.XXX| 
More(LAN)|sr3.XXX| 
Mossi(LAN)|sr3.XXX| 
Nama(LAN)|sr3.XXX| 
Navaho(LAN)|sr3.XXX| 
Negrito(LAN)|sr3.XXX| 
Neo-Aramai(LAN)|sr3.XXX| 
Nepali(LAN)|sr3.XXX| 
Ngala(LAN)|sr3.XXX| 
Ngbaudi(LAN)|sr3.XXX| 
Nuer(LAN)|sr3.XXX| 
Nyamwezi-Sukuma(LAN)|sr3.XXX| 
Nyanja(LAN)|sr3.XXX| 
Ojbwa(LAN)|sr3.XXX| 
Okanagon(LAN)|sr3.XXX| 
Omaha(LAN)|sr3.XXX| 
Onandago(LAN)|sr3.XXX| 
Oneida(LAN)|sr3.XXX| 
Oriya(LAN)|sr3.XXX| 
Osage(LAN)|sr3.XXX| 
Ostyak(LAN)|sr3.XXX| 
Otomi(LAN)|sr3.XXX| 
Paiute(LAN)|sr3.XXX| 
Panay-Hiligaynon(LAN)|sr3.XXX| 
Papago(LAN)|sr3.XXX| 
Papu(LAN)|sr3.XXX| 
Pawnee(LAN)|sr3.XXX| 
Pima(LAN)|sr3.XXX| 
Polynesian(LAN)|sr3.XXX| 
Provencal(LAN)|sr3.XXX| 
Punjabi(LAN)|sr3.XXX| 
Pushtu(LAN)|sr3.XXX| 
Quechua(LAN)|sr3.XXX| 
Quiche-Tzutujil-Cakchique(LAN)|sr3.XXX| 
Rajasthani(LAN)|sr3.XXX| 
Rumanian(LAN)|sr3.XXX| 
Rundi(LAN)|sr3.XXX| 
Rwanda(LAN)|sr3.XXX| 
Samar-Leyte(LAN)|sr3.XXX| 
Samoan(LAN)|sr3.XXX| 
Sandawe(LAN)|sr3.XXX| 
Sango(LAN)|sr3.XXX| 
Sanskrit(LAN)|sr3.XXX| 
Scottish Gaelic(LAN)|sr3.XXX| 
Seminole(LAN)|sr3.XXX| 
Seneca(LAN)|sr3.XXX| 
Serbo-Croatian(LAN)|sr3.XXX| 
Shan(LAN)|sr3.XXX| 
Shawnee(LAN)|sr3.XXX| 
Shilluk(LAN)|sr3.XXX| 
Shona(LAN)|sr3.XXX| 
Shoshoni(LAN)|sr3.XXX| 
Sindi(LAN)|sr3.XXX| 
Sinhalese(LAN)|sr3.XXX| 
Slovak(LAN)|sr3.XXX| 
Slovene(LAN)|sr3.XXX| 
Somali(LAN)|sr3.XXX| 
Songhai(LAN)|sr3.XXX| 
Sotho(LAN)|sr3.XXX| 
Sukuma(LAN)|sr3.XXX| 
Sundanese(LAN)|sr3.XXX| 
Swahili(LAN)|sr3.XXX| 
Tagalog(LAN)|sr3.XXX| 
Tahitian(LAN)|sr3.XXX| 
Taluga(LAN)|sr3.XXX| 
Tamil(LAN)|sr3.XXX| 
Tatar(LAN)|sr3.XXX| 
Telugu(LAN)|sr3.XXX| 
Temne(LAN)|sr3.XXX| 
Thai(LAN)|sr3.XXX| 
Tibetan(LAN)|sr3.XXX| 
Tigre(LAN)|sr3.XXX| 
Tigrinya(LAN)|sr3.XXX| 
Tiv(LAN)|sr3.XXX| 
Tlinglit(LAN)|sr3.XXX| 
Tsimshian(LAN)|sr3.XXX| 
Tswana(LAN)|sr3.XXX| 
Tuareg(LAN)|sr3.XXX| 
Tulu(LAN)|sr3.XXX| 
Tungus(LAN)|sr3.XXX| 
Tupi-Guarani(LAN)|sr3.XXX| 
Turki(LAN)|sr3.XXX| 
Turkish(LAN)|sr3.XXX| 
Tuscarora(LAN)|sr3.XXX| 
Twi(LAN)|sr3.XXX| 
Ukrainian(LAN)|sr3.XXX| 
Urdu(LAN)|sr3.XXX| 
Ute(LAN)|sr3.XXX| 
Uzbek(LAN)|sr3.XXX| 
Veps(LAN)|sr3.XXX| 
Vietnamese(LAN)|sr3.XXX| 
Vogul(LAN)|sr3.XXX| 
Votyak(LAN)|sr3.XXX| 
Wadai(LAN)|sr3.XXX| 
Welsh(LAN)|sr3.XXX| 
Wichita(LAN)|sr3.XXX| 
Wiyot(LAN)|sr3.XXX| 
Wolof(LAN)|sr3.XXX| 
Wu(LAN)|sr3.XXX| 
Xhosa(LAN)|sr3.XXX| 
Yakut(LAN)|sr3.XXX| 
Yao(LAN)|sr3.XXX| 
Yiddish(LAN)|sr3.XXX| 
Yoruba(LAN)|sr3.XXX| 
Yucatan(LAN)|sr3.XXX| 
Yueh(LAN)|sr3.XXX| 
Yurok(LAN)|sr3.XXX| 
Zande(LAN)|sr3.XXX| 
Zapotec(LAN)|sr3.XXX| 
Zulu(LAN)|sr3.XXX| 
Zuni(LAN)|sr3.XXX| 
Zyrian(LAN)|sr3.XXX| 
!-----------------
#Otaku (MATRIX) skills
!-----------------
O:Access(WIL)|mat.137|
 Crash|mat.162|
 Deception|mat.162|
 Doorstop|mat.162|
 Decrypt|mat.162|
 Encrypt|mat.162|
 Purge|mat.162|
 Sniffer|mat.162|
O:Control(WIL)|mat.137|
 Analyze Host|mat.162|
 Camo|mat.162|
 Commlink|mat.162|
 Crash|mat.162|
 Deception|mat.162|
 Mirrors|mat.162|
 Purge|mat.162|
 Redecorate|mat.162|
 Relocate|mat.162|
 Sniffer|mat.162|
 Snooper|mat.162|
 Swerve|mat.162|
 Validate|mat.162|
O:Index(WIL)|mat.137|
 Analyze|mat.162|
 Browse|mat.162|
 Commlink|mat.162|
 Crash|mat.162|
 Evaluate|mat.162|
 Purge|mat.162|
 Scanner|mat.162|
 Sniffer|mat.162|
O:Files(WIL)|mat.137|
 Commlink|mat.162|
 Crash|mat.162|
 Decrpyt|mat.162|
 Encrypt|mat.162|
 Purge|mat.162|
 Read/Write|mat.162|
 Sniffer|mat.162|
O:Slave(WIL)|mat.137|
 Crash|mat.162|
 Decrypt|mat.162|
 Defuse|mat.162|
 Encrypt|mat.162|
 Purge|mat.162|
 Sniffer|mat.162|
 Spoof|mat.162|
 Triangulation|mat.162|
