2-* Subdermal ViewScreen           1|cb2.48|3/24 hours|0.25|500||Legal|||1.00|Works as a data unit with no memory
2-* Synthskins                     1|cp.7|5/48 hours|0.80|12000||Legal|||1.20|Like Light Tattoos, can be tuned at cost of 100�
2-Smartlink
3-* Smartlink                      1|sr3.302|3/36 hours|0.5|2500||5P-N|||1.00|-2 to TNs for firing a Smartlinked weapon
3-* Smartlink ADVAT.228 (level1)   1|ray.000|3/36 hrs|0.50|2500||5P-N|||1.00|-2 to TNs for firing a Smartlinked weapon
3-* Smartlink II                   1|mm.31|6/48 hours|0.5|3500||5P-N|||2.00|-2 to TNs for firing a Smartlink-II weapon, +2 Called Shot modifier
3-* Smartlink ADVAT.328 (level2)   1|ray.000|6/48 hrs|0.50|3500||5P-N|||2.00|-2 to TNs for firing a Smartlink-II weapon, +2 Called Shot modifier
3-* Pers. Smartlink Safety         1|mm.31|4/48 hours|0.00|200||Legal||E|1.50|Safety on unless in contact with user
3-* Range Finder                   1|mm.32|8/48 hours|0.10|2000||5P-N||E|1.00|w/SM2 Shows range to target. -1 TN to targets at Long range and -2 TN at Extreme range. Not compatible with other vision magnifications.
3-* Smartlink Frontline            1|n/sl.87|3/36 hours|0.20|1000||5P-CA|||1.10|
3-* Smartlink Commando             1|n/sl.87|3/36 hours|0.35|2000||5P-CA|||1.10|
3-* Smartlink Stealth              1|n/sl.87|5/14 days|0.50|10000||4-CA|||1.25|
3-Smartlink Subsystems
4-* Smartlink Processor            1|mm.31|4/48 hours|0.20|1000||5P-N|||2.00|
4-* Ballistics Processor ADVAT.228 1|ray.000|4/48 hrs|0.20|1000||5P-N|||2.00|
4-* Smartlink Processor II         1|mm.31|6/48 hours|0.20|2000||5P-N|||1.50|
4-* Ballistics Processor ADVAT.328 1|ray.000|4/48 hrs|0.20|2000||5P-N|||1.50|
4-* Eye Display                    1|mm.31|4/48 hours|0.10|300||Legal||E|1.50|
4-* Induction Pad                  1|mm.31|4/48 hours|0.10|200||5P-N|||1.50|
4-* Lim. Simsense Rig (SmrtLnk)    1|mm.31|4/48 hours|0.10|1000||5P-N||H|1.50|
4-* Pers.Smartlink Safety(SmrtLnk) 1|mm.31|4/48 hours|0.00|200||Legal||E|1.50|Safety on unless in contact with user
4-* Range Finder (SmrtLnk)         1|mm.32|8/48 hours|0.10|2000||5P-N||E|1.00|w/SM2 Shows range to target. -1 TN to targets at Long range and -2 TN at Extreme range. Not compatible with other vision magnifications.
2-Techhair
3-* Techhair Temperature           1|cp.7|2/12 hours|0.10|100||Legal|||0.75|Artificial hair that can change color with temperature
3-* Techhair Weather               1|cp.7|2/12 hours|0.10|100||Legal|||0.75|Artificial hair that can change color with weather
3-* Techhair Chemical sensitif     1|cp.7|2/12 hours|0.10|100||Legal|||0.75|Artificial hair that can change color with contact of chemical products
2-* Transparent Skin               1|cb3.100|4/24 hours|0.50|1000||Legal|||0.90|-2CHA if face transparent.Give Severe Sunlight Allergie.Dont affect Mag.Abilit.
2-* Winch                          1|cb2.47|4/60 hours|0.00|5000||Legal|||1.10|Can lift up to 50times the chr Strength
2-Wired Reflexes
3-* Wired Reflexes [1]             1|sr3.302|4/8 days|2.00|55000|+2RCT,+1INI,|5P-Q|||1.00|+2RCT, +1INI
3-* Reflex Trig [1]                1|sr3.302|4/8 days|0.20|13000||4P-Q|||1.00|
3-* Wired Reflexes [2]             1|sr3.302|4/8 days|3.00|165000|+4RCT,+2INI,|4P-Q|||1.00|+4RCT, +2INI
3-* Reflex Trig [2]                1|sr3.302|4/8 days|0.20|13000||4P-Q|||1.00|
3-* Wired Reflexes [2](step)       1|sr3.302|4/8 days|3.20|206250|+4RCT,+2INI,|4P-Q|||1.00|+4RCT, +2INI Stepped Reflex Trigger
3-* Wired Reflexes [3]             1|sr3.302|8/14 days|5.00|500000|+6RCT,+3INI,|3-R|||1.00|+6RCT, +3INI
3-* Reflex Trig [3]                1|sr3.302|8/14 days|0.20|13000||4P-Q|||1.00|
3-* Wired Reflexes [3](step)       1|sr3.302|8/14 days|5.20|625000|+6RCT,+3INI,|3-R|||1.00|+6RCT, +3INI Stepped Reflex Trigger
! ============================= COMMUNICATIONS ======================================
1-COMMUNICATIONS
! in the event you need the odd setting, place by hand in list.
2-* Cellular Phone (MEDIAWARE)     1|cb3.97|3/24 hours|0.50|5000||Legal||H|1.00|
2-Commlink
3-* Commlink [1]                   1|sr3.298|3/48 hours|0.30|5000||Legal|||1.00|Monitor 2 radio or telephone frequencies
3-* Commlink [2]                   1|sr3.298|3/48 hours|0.30|10000||Legal|||1.00|Monitor 4 radio or telephone frequencies
3-* Commlink [3]                   1|sr3.298|3/48 hours|0.30|15000||Legal|||1.00|Monitor 6 radio or telephone frequencies
3-* Commlink [4]                   1|sr3.298|3/48 hours|0.30|20000||Legal|||1.00|Monitor 8 radio or telephone frequencies
3-* Commlink [5]                   1|sr3.298|3/48 hours|0.30|25000||Legal|||1.00|Monitor 10 radio or telephone frequencies
3-* Commlink [6]                   1|sr3.298|3/48 hours|0.30|30000||Legal|||1.00|Monitor 12 radio or telephone frequencies
3-* Commlink [7]                   1|sr3.298|3/48 hours|0.30|35000||Legal|||1.00|Monitor 14 radio or telephone frequencies
3-* Commlink [8]                   1|sr3.298|3/48 hours|0.30|40000||Legal|||1.00|Monitor 16 radio or telephone frequencies
3-* Commlink [1](Radio/Phone)      1|sr3.298|3/48 hours|0.15|5000||Legal|||1.00|Monitor 2 radio or telephone frequencies
3-* Commlink [2](Radio/Phone)      1|sr3.298|3/48 hours|0.15|10000||Legal|||1.00|Monitor 4 radio or telephone frequencies
3-* Commlink [3](Radio/Phone)      1|sr3.298|3/48 hours|0.15|15000||Legal|||1.00|Monitor 6 radio or telephone frequencies
3-* Commlink [4](Radio/Phone)      1|sr3.298|3/48 hours|0.15|20000||Legal|||1.00|Monitor 8 radio or telephone frequencies
3-* Commlink [5](Radio/Phone)      1|sr3.298|3/48 hours|0.15|25000||Legal|||1.00|Monitor 10 radio or telephone frequencies
3-* Commlink [6](Radio/Phone)      1|sr3.298|3/48 hours|0.15|30000||Legal|||1.00|Monitor 12 radio or telephone frequencies
3-* Commlink [7](Radio/Phone)      1|sr3.298|3/48 hours|0.15|35000||Legal|||1.00|Monitor 14 radio or telephone frequencies
3-* Commlink [8](Radio/Phone)      1|sr3.298|3/48 hours|0.15|40000||Legal|||1.00|Monitor 16 radio or telephone frequencies
2-* Echolocation Sys.Coprocess.    1|cb4.137|3/36 hours|0.10|1800||Legal||H|1.00|Need Vce mod with Tonal Shft,Cybreyes wth Vid.Imag.,Cyberears
2-* Frequency Changer              1|cb1.29|4/48 hours|0.25|30000||Legal|||1.35|
2-Internal Voice Mask
3-* Interal Voice Mask [1]         1|mm.18|6/48 hours|0.10|4000||Legal|||1.00|
3-* Interal Voice Mask [2]         1|mm.18|6/48 hours|0.10|8000||Legal|||1.00|
3-* Interal Voice Mask [3]         1|mm.18|6/48 hours|0.10|12000||Legal|||1.00|
3-* Interal Voice Mask [4]         1|mm.18|6/48 hours|0.10|16000||Legal|||1.00|
3-* Interal Voice Mask [5]         1|mm.18|6/48 hours|0.10|20000||Legal|||1.00|
3-* Interal Voice Mask [6]         1|mm.18|6/48 hours|0.10|24000||Legal|||1.00|
3-* +High Frequency Mod            1|mm.18|6/48 hours|0.00|8000||Legal|||1.25|Speak in high frequencies
3-* +Low Frequency Mod             1|mm.18|6/48 hours|0.00|8000||Legal|||1.25|Speak in low frequencies
2-Radio
3-* Radio [1]                      1|sr3.298|2/24 hours|0.75|2000||Legal|||0.80|2 programmed frequencies
3-* Radio [2]                      1|sr3.298|2/24 hours|0.75|4000||Legal|||0.80|4 programmed frequencies
3-* Radio [3]                      1|sr3.298|2/24 hours|0.75|6000||Legal|||0.80|6 programmed frequencies
3-* Radio [4]                      1|sr3.298|2/24 hours|0.75|8000||Legal|||0.80|8 programmed frequencies
3-* Radio [5]                      1|sr3.298|2/24 hours|0.75|10000||Legal|||0.80|10 programmed frequencies
3-* Radio [6]                      1|sr3.298|2/24 hours|0.75|12000||Legal|||0.80|12 programmed frequencies
3-* Radio [7]                      1|sr3.298|2/24 hours|0.75|14000||Legal|||0.80|14 programmed frequencies
3-* Radio [8]                      1|sr3.298|2/24 hours|0.75|16000||Legal|||0.80|16 programmed frequencies
3-* Radio Receiver [1]             1|sr3.298|2/24 hours|0.40|1000||Legal|||0.80|2 programmed frequencies
3-* Radio Receiver [2]             1|sr3.298|2/24 hours|0.40|2000||Legal|||0.80|4 programmed frequencies
3-* Radio Receiver [3]             1|sr3.298|2/24 hours|0.40|3000||Legal|||0.80|6 programmed frequencies
3-* Radio Receiver [4]             1|sr3.298|2/24 hours|0.40|4000||Legal|||0.80|8 programmed frequencies
3-* Radio Receiver [4]             1|sr3.298|2/24 hours|0.40|5000||Legal|||0.80|10 programmed frequencies
3-* Radio Receiver [6]             1|sr3.298|2/24 hours|0.40|6000||Legal|||0.80|12 programmed frequencies
3-* Radio Receiver [7]             1|sr3.298|2/24 hours|0.40|7000||Legal|||0.80|14 programmed frequencies
3-* Radio Receiver [8]             1|sr3.298|2/24 hours|0.40|8000||Legal|||0.80|16 programmed frequencies
2-* SoundSys.Newthroat (DAKAI)     1|cb4.135|6/10 days|0.25|8500||Legal|0.50|H|2.00|Hold 0.5 of Voice Cyberware free
2-* SoundSys.Scramble (DAKAI)      1|cb4.135|6/60 hours|0.10|1000||Legal||H|1.00|Internal Voice Mask rating 3D6
2-* Spectrum Cyberaudio Enlar.     1|cb3.100|4/24 hours|0.30|4500||Legal|||1.00|-1 to audio based perception
2-* Spectrum Omnidir.              1|cb3.100|5/24 hours|0.50|1500||Legal|||1.00|-2 to audio based perception
2-* Subdermal Speakers             1|mm.19|4/72 hours|0.10|650||Legal||R|2.00|Datajack connected communication cannot be overheard by others
2-* Subvocal Microphone            1|sr3.298|4/72 hours|0.10|850||Legal|||2.00|Use headware/datajacked radio/telephone without talking aloud
2-* Transducer                     1|mm.19|4/1 week|0.10|2000||Legal|||1.50|Translates mental impulses to words
2-* Transducer (external)          1|mm.19|3/72 hours|0.00|1000||Legal|||1.00|Translates mental impulses to words
2-* Telephone                      1|sr3.298|3/24 hours|0.50|3700||Legal|||0.90|Receive faxes, make phone calls
2-Voice Modulators/etc
3-* Voice Modulator                1|sr3.302|2/24 hours|0.20|45000||Legal|||1.00|Necessary for other voice packages
3-* V Mod Inc. Volume              1|sr3.302|2/24 hours|0.00|10000||Legal|||1.00|Loudspeaker
3-* V Mod Playback                 1|sr3.302|4/48 hours|0.20|40000||Legal|||1.00|Play recordings
3-* V Mod Second Pattern [1]       1|sr3.302|6/7 days|0.00|50000||Legal|||2.00|Second voice pattern
3-* V Mod Second Pattern [2]       1|sr3.302|6/7 days|0.00|70000||Legal|||2.00|Second voice pattern
3-* V Mod Second Pattern [3]       1|sr3.302|6/7 days|0.00|90000||Legal|||2.00|Second voice pattern
3-* V Mod Second Pattern [4]       1|sr3.302|6/7 days|0.00|110000||Legal|||2.00|Second voice pattern
3-* V Mod Second Pattern [5]       1|sr3.302|6/7 days|0.00|130000||Legal|||2.00|Second voice pattern
3-* V Mod Second Pattern [6]       1|sr3.302|6/7 days|0.00|150000||Legal|||2.00|Second voice pattern
3-* V Mod Tonal Shift              1|sr3.302|2/24 hours|0.00|25000||Legal|||1.00|Very flexible voice, impressions, bird calls, etc
2-Voice Pattern
3-* Voice Pattern [1]              1|cb1.27|3/36 hours|0.25|35000||2-Q|||1.10|
3-* Voice Pattern [2]              1|cb1.27|4/48 hours|0.30|50000||2-Q|||1.10|
3-* Voice Pattern [3]              1|cb1.27|5/60 hours|0.35|65000||2-Q|||1.25|
3-* Voice Pattern [4]              1|cb1.27|6/72 hours|0.45|85000||2-Q|||1.50|
3-* Voice Pattern [5]              1|cb1.27|8/6 days|0.60|110000||2-Q|||1.75|
2-Voice Synthesizer
3-* Voice Synth [1]                1|cp.8|3/24 hours|0.15|55000||6P-CA|||1.33|Can store up to 10 voices,1 dice for disguise
3-* Voice Synth [2]                1|cp.8|4/24 hours|0.30|70000||6P-CA|||1.67|Can store up to 10 voices,2 dices for disguise
3-* Voice Synth [3]                1|cp.8|5/24 hours|0.45|85000||6P-CA|||2.00|Can store up to 10 voices,3 dices for disguise
3-* Voice Synth [4]                1|cp.8|6/24 hours|0.60|100000||6P-CA|||2.33|Can store up to 10 voices,4 dices for disguise
3-* Voice Synth [5]                1|cp.8|7/24 hours|0.75|115000||6P-CA|||2.67|Can store up to 10 voices,5 dices for disguise
3-* Voice Synth [6]                1|cp.8|8/24 hours|0.90|130000||6P-CA|||3.00|Can store up to 10 voices,6 dices for disguise
! ============================ CYBERWEAPONS  ================================
1-CYBER WEAPONS
! Essence cost for cyberweapons is only counted if mounted in an organic limb
! For Cyberlimbs, use the corresponding entry under Cyberlimb Mods
2-* BigKnucks(CYB)                 1|cp.15|4/48 hours|0.15|5000||3-C|||1.00|Damage +1 Power.
2-* BigRipp(CYB)                   1|cb4.136|3/72 hours|0.40|12000||2-B||A|1.00|Damage (str+2)M, if mounted along forarm -1reach
2-* BigRipp w/Cyberarm mounting(CYB) 1|cb4.136|3/72 hours|0.40|20500||2-B||A|1.00|Damage (str+2)M, if mounted along forarm -1reach
2-* +BlitzKrieg Arc Thrower(CYB)   1|cb4.136|6/4 days|0.00|2100||3P-R||A|1.50|Damage 10S Stun
2-* Chainripp:HUSQVARNA(CYB)       1|cb3.99|8/72 hours|0.60|12500||1-B||D|1.50|Damage (str)S.Half ballist.armor resist
2-* Cutting Torch(CYB)             1|cb1.27|6/48 hours|0.40|3500||Legal||D|2.00|Use as Wpn 8S cans be used as tool
2-Cyberguns
3-* CyGun Dartgun(CYB)             1|mm.41|8/7 days|0.30|1000||6P-Q||A|1.50|
3-* CyGun Taser(Tasr)(CYB)         1|mm.41|6/4 days|0.30|2000||5P-Q||A|1.50|10S Stun
3-* CyGun Hold-Out(HOPist)(CYB)    1|mm.41|8/7 days|0.15|250||8P-Q||A|2.00|4L
3-* CyGun Light(LPist)(CYB)        1|mm.41|8/7 days|0.35|650||6P-Q|||2.00|6L
3-* CyGun Mach.Gun(MaPist)(CYB)    1|mm.41|8/7 days|0.40|900||4P-Q|||2.00|6L
3-* CyGun SMG(SMG)(CYB)            1|mm.41|8/7 days|1.00|1800||3P-Q|||2.00|7M
3-* CyGun Heavy(HPist)(CYB)        1|mm.41|8/7 days|0.60|800||4P-Q|||2.00|9M
3-* CyGun Shotgun(ShtG)(CYB)       1|mm.41|8/7 days|1.10|1200||4P-Q|||2.00|8S
3-* CyberSquirt(CYB)               1|mm.41|8/6 days|0.30|1400||5P-Q|||2.00|
3-* +External Clip Port(CYB)       1|mm.41|8/7 days|0.10|100||As Gu|||2.00|
3-* CyGun Derringer(HOPist)(CYB)   1|cb1.27|8/7 days|0.20|220||7P-Q||D|2.00|Light Pistol ammo 2(m) dam 6L
3-* CyGun GrenLcher(GrLn)(CYB)     1|cp.15|10/7 days|0.50|2500||2-CB|||2.00|1 shot
3-* CyGun Flmethrow(FlThr)(CYB)    1|cp.15|10/7 days|0.90|1200||2-CB|||2.00|Damage 10M,use Light Pistol,4 shots,max range 1 meter
2-* CyberOptic Teargas Sprayer(CYB) 1|cb1.29|6/24 hours|0.20|2000||Legal||E|1.00|1 shot.Use Qckness(6)(or 4 if target surprised)
2-* Fangs(CYB)                     1|mm.42|4/48 hours|0.10|5000||Legal|||1.00|(STR+1)L, -1 Reach
2-* Fangs, Retract(CYB)            1|mm.42|5/48 hours|0.15|8000||5P-N|||1.00|(STR+1)L, -1 Reach
2-* Finger: Ballpoint(CYB)         1|cb4.134|3/24 hours|0.15|250||Legal||D|0.80|
2-* Finger: FingerBomb(CYB)        1|cb1.25|10/7 days|0.15|1500||3-R||D|3.00|
2-* Finger: Dartgun(CYB)           1|cb1.25|8/48 hours|0.15|1000||5P-R||D|2.50|
2-* Finger: MaceSprayr(CYB)        1|cb1.25|8/6 days|0.15|1500||4P-Q||D|2.50|
2-* Finger: One Shot Special(CYB)  1|cb4.134|8/5 days|0.15|500||6-R||D|2.00|One shot Hold-Out Pistol
2-* Flashbulb(CYB)                 1|cb1.26|6/72 hours|0.30|2500||4P-Q||D|2.00|Use Unarmed Skill test Resistance test Quickness(6)
2-* Gang Jazzler(CYB)              1|cb1.29|10/24 days|0.20|6000||2-R|||1.00|Deliver 9D Stun + special
2-* Gas Jet(CYB)                   1|cb1.26|8/6 days|0.50|3000||3-R||D|2.50|Use Unarmed Combat(4).Contain 6 doses
2-Hand Blade, Razors, etc
3-* Hand Blade,(CYB)               1|sr3.302|6/5 days|0.10|7500||4P-R|||1.50|(STR+3)L
3-* Hand Blade,retract(CYB)        1|sr3.302|6/5 days|0.25|10000||3P-R|||1.50|(STR+3)L
3-* Hand Razors(CYB)               1|sr3.302|3/72 hours|0.10|4500||3-N|||1.00|(STR)L
3-* H.Razor, Retract(CYB)          1|sr3.302|5/72 hours|0.20|9000||3-N|||1.00|(STR)L
3-* +Improved Razors(CYB)          1|sr3.302|6/72 hours|0.00|8500||3-N|||1.00|Must be added to either the razors or retractable razors, (STR+2)L
3-* Hand, Mace(CYB)                1|cb1.27|8/5 days|0.50|10000||3-R||D|3.00|
3-* Hand,High 5HP "Palm Bomb"(CYB) 1|cb4.136|12/14 days|0.50|3550||1-E||D|2.00|Heavy Pist.Dam.9M 1shot
3-* Hand,High 5Sht"Palm Bomb"(CYB) 1|cb4.136|14/14 days|0.50|3550||1-E||D|2.50|Shotgun.Dam.9S 1shot
3-* Hand, Ripper(CYB)              1|cp.11|6/4 days|0.35|52500||3-B||D|1.00|Normal hand with Ripper mounted in upper hand and wrist
3-* Hand, Spike(CYB)               1|cp.11|5/3 days|0.35|50000||3-B||D|1.00|Damage (str-1)M, -1 to target number in climbing tests.
2-* Horn Implants(CYB)             1|mm.43|4/48 hours|0.10|12000||Legal|||1.00|(STR)M, -1 Reach
2-* Horn Implants, Retract(CYB)    1|mm.43|5/48 hours|0.25|16000||5P-N|||1.00|(STR)M, -1 Reach
2-* Malorian Arms Sliver Gun(CYB)  1|cb1.7|6/72 hours|0.60|1550||3P-R||A|3.00|
2-* Micromissile Launcher(CYB)     1|cp.15|10/7 days|1.10|4500||2-CB|||2.00|
2-* Icer(CYB)                      1|cb1.27|4/24 hours|0.40|2000||Legal||D|1.25|Use Unarmed Combat
2-* LimbLink(CYB)                  1|cb1.26|5/4 days|0.15|1000||Legal|||1.00|
2-Oral Weapons
3-* Oral Dart(CYB)                 1|mm.17|6/1 week|0.25|3600||6P-Q|||2.00|
3-* Oral Gun(CYB)                  1|mm.17|6/72 hours|0.40|5600||6P-Q|||3.00|4L
3-* Oral Slasher(CYB)              1|mm.17|8/1 week|0.25|10500||6P-Q|||2.50|6M, 1 meter range
3-* Oral Whip(CYB)                 1|ct.25|8/1 week|0.25|10500||6P-CC||H|2.00|
2-* Powerjaw:DYNALAR(CYB)          1|cb4.135|3/24 hours|0.10|1000||Legal||H|1.00|Byte Damage Power Level Increase +2
2-* Retract. Climbing Claws(CYB)   1|mm.31|5/72 hours|0.30|10000||Legal||D|1.00|(Str-1)L, -2 climbing TNs
2-* Rippers(CYB)                   1|cp.16|5/3 days|0.20|8000||3-B||D|1.00|Damage (str/2)M
2-* Scratchers(CYB)                1|cp.17|4/3 days|0.10|5000||3-B||D|1.00|Damage (str+1)L, 30cm extended.
2-* Shock Hand(CYB)                1|mm.42|6/4 days|0.25|1300||4P-Q|||2.00|8S Stun, 12 uses
2-* "Spitting Cobra":CYPHIRE(CYB)  1|cb3.98|3/36 hours|0.10|4000||4-N||H|2.00|
2-* Spur(CYB)                      1|sr3.302|3/72 hours|0.10|7000||3-N||D|1.00|(STR)M
2-* Spur, Retract(CYB)             1|sr3.302|5/72 hours|0.30|11500||3-N||D|1.00|(STR)M
2-* Taser Grip(CYB)                1|cb1.28|8/8 days|0.25|3000||5-Q||D|2.00|Damage 6S Stun
2-* Teeth: Ext.Canines(CYB)        1|cb2.48|5/48 hours|0.10|1000||Legal||H|1.00|Damage (str/2)L
2-* Teeth: Retr. Vampire(CYB)      1|cb2.48|5/48 hours|0.20|500||Legal||H|1.00|Damage (str-1)L
2-* Teeth: Newteeth:DYNALAR(CYB)   1|cb4.135|3/24 hours|0.05|2000||Legal||H|1.00|Damage (str)L
2-* Teeth: Sharkgrin(CYB)          1|cb2.48|5/48 hours|0.10|500||Legal||H|1.00|Damage (str)L
2-* Teeth: Sharkgrin. Spec(CYB)    1|cb2.48|5/48 hours|0.20|1400||Legal||H|1.00|Damage (str+1)L
2-* Tri-Dart Launcher:CYPHIRE(CYB) 1|cb2.47|10/60 hours|0.50|3000||3P-R||D|3.00|
2-* Venom Sack(CYB)                1|mm.42|4/48 hours|0.05|500||3-N|||2.00|Holds 2 Doses
2-* Whip(CYB)                      1|cb1.26|12/7 days|0.25|4000||3-R||D|2.00|
2-* Wolvers(CYB)                   1|cp.17|5/3 days|0.30|8000||3-B||D|1.00|Damage (str)M,
! ========================== EARS ===================================
1-EARS
2-* Balance Augmentor              1|mm.13|8/2 weeks|0.40|14000||Legal||R|2.00|-2 Balance and Knockdown TNs, WIL(4) test to fall
2-* Cosmetic Mod                   1|sr3.299|2/24 hours|0.00|1000||Legal||R|0.80|
2-* Ears Cyber Repl                1|sr3.299|2/24 hours|0.30|4000||Legal|0.5|R|0.75|Holds .5 Essence of ear mods free of Essence cost
2-* Ear Dampener                   1|sr3.299|4/48 hours|0.10|3500||Legal||R|1.25|Protect against loud/damaging sound
2-* Ear Hearing Amp                1|sr3.299|4/48 hours|0.20|3500||Legal||R|1.25|Similar to shotgun microphone
2-* Ear High Freq                  1|sr3.299|4/48 hours|0.20|3000||Legal||R|1.25|Hear high frequencies
2-* Ear Low Freq                   1|sr3.299|4/48 hours|0.20|3000||Legal||R|1.25|Hear low frequencies
2-* Ear Recorder                   1|sr3.299|8/48 hours|0.30|7000||12P-N||R|2.00|Record what is heard
2-* Sound Filter [1]               1|sr3.299|6/48 hours|0.20|10000||Legal||R|1.25|+1 die to sound Perception, 2x against white noise
2-* Sound Filter [2]               1|sr3.299|6/48 hours|0.20|20000||Legal||R|1.25|+2 die to sound Perception, 4x against white noise
2-* Sound Filter [3]               1|sr3.299|6/48 hours|0.20|30000||Legal||R|1.25|+3 die to sound Perception, 6x against white noise
2-* Sound Filter [4]               1|sr3.299|6/48 hours|0.20|40000||Legal||R|1.25|+4 die to sound Perception, 8x against white noise
2-* Sound Filter [5]               1|sr3.299|6/48 hours|0.20|50000||Legal||R|1.25|+5 die to sound Perception, 10x against white noise
2-* Spatial Recognizer             1|mm.18|4/48 hours|0.20|1200||Legal||R|2.00|-2 TNs on sound Perception tests
! =============================== EYES  =================================
1-EYES
! Cyber Eyes will accept mods upto .5 ess w/o further e loss
! build your own requirements. see Cye,Ther,Mag1,FlCo
2-* Eyes, Cosmetic                 1|sr3.300|2/24 hours|0.00|1000||Legal||E|0.75|
2-* Eyes, Cyber Replacement        1|sr3.300|2/24 hours|0.20|5000||Legal|0.5|E|0.75|Holds .5 Essence of eye mods free of Essence cost
2-* ColorShift Cybereyes           1|cp.13|3/24 hours|0.25|6000||Legal|0.5|E|0.90|
2-* Cyclop Int."Bug Eye"           1|cb3.96|2/24 hours|0.25|7500||Legal|0.6|E|1.00|
2-* Eyes, Verbal Basic             1|cb3.99|3/24 hours|0.20|7500||Legal|0.5|E|0.90|Simply Cybereyes
2-* Eye, Monovision (KIROSHI)      1|cb4.136|4/48 hours|0.30|6500||Legal|0.3|E|1.00|Eye, -1 in Percept. or Surpr. tes for Periph.Vision
2-* Eye, Third Eye (KIROSHI)       1|cb3.99|2/24 hours|0.10|5000||Legal|0.2|E|0.90|Additional eye
2-Eyes Zeiss
3-* Cybereyes Zeiss [1]            1|ger.184|4/48 hours|0.15|31000||Legal||E|1.25|
3-* Cybereyes Zeiss [2]            1|ger.184|4/48 hours|0.15|40000||Legal||E|1.25|
3-* Cybereyes Zeiss [3]            1|ger.184|5/48 hours|0.30|79000||Legal||E|1.25|
3-* Cybereyes Zeiss [4]            1|ger.184|6/72 hours|0.60|98000||Legal||E|1.25|
3-* Cybereyes Zeiss [5]            1|ger.184|8/72 hours|1.00|169000||Legal||E|1.25|
2-* Dodgeball                      1|cb1.29|6/72 hours|0.30|14500||4-Q||E|1.50|
2-* Eyes, Camera                   1|sr3.300|6/24 hours|0.40|5000||Legal||E|2.00|Take pictures
2-* Eye, Compass, Log              1|cb3.97|6/24 hours|0.20|3000||Legal||E|0.90|
2-* Eye, Compass, Normal           1|cb3.97|4/24 hours|0.10|3000||Legal||E|0.90|
2-* Eye, Datajack                  1|mm.13|6/48 hours|0.25|2200|+1DJK|4P-N||E|2.00|Conceal 10
2-* Eye, Dart                      1|mm.16|8/2 weeks|0.25|4200||7P-Q||E|2.00|Half power toxin/narcojet rounds, half range
2-* Eyes, Disp Link                1|sr3.300|4/36 hours|0.10|1000||Legal||E|1.00|Display text in field of vision
2-* Eyes, Flare Comp               1|sr3.300|5/48 hours|0.10|2000||Legal||E|1.25|Eliminate glare modifiers
2-* Eye, Gun                       1|mm.16|6/1 week|0.40|6400||6P-Q||E|3.00|Hold-out pistol, half range
2-* Eye Image Enhancement          1|cp.14|6/48 hours|0.15|3000||Legal||E|1.50|When activated, visual perception tests -1.
2-* Eyes, Image Link               1|sr3.300|4/48 hours|0.20|1600||Legal||E|2.00|Display text and images in field of vision
2-* Eyes, LaserComm(KIROSHI)       1|cb3.97|6/60 hours|0.30|4250||Legal||E|1.50|QCK test to use,TmSqre or Sbd.screen or cyb.ears to understand
2-Eye Laser, weapons, designator, mic
3-* Eye Laser (Low Power)          1|mm.14|8/72 hours|0.20|3000||5P-N||E|2.00|Range: 5m, 100min Battery, +1 Blinding Dice
3-* Eye Laser (Med Power)          1|mm.14|8/1 week|0.30|5000||5P-N||E|2.00|Range: 50m, 50min Battery, +2 Blinding Dice
3-* Eye Laser (High Power)         1|mm.14|8/2 weeks|0.50|8000||5P-N||E|2.00|Range: 500m, 25min Battery, +3 Blinding Dice
3-* Eye, Laser Designator          1|mm.14|12/1 month|0.10|6000||5P-R||E|3.00|Requires High Power Laser, lock on with appropriate weapons
3-* Eye, Laser Mic. [1]            1|mm.14|1/72 hours|0.10|2000||5P-N||E|2.00|Requires Medium or High Power
3-* Eye, Laser Mic. [2]            1|mm.14|2/72 hours|0.10|4000||5P-N||E|2.00|Requires Medium or High Power
3-* Eye, Laser Mic. [3]            1|mm.14|3/72 hours|0.10|6000||5P-N||E|2.00|Requires Medium or High Power
3-* Eye, Laser Mic. [4]            1|mm.14|4/72 hours|0.10|8000||5P-N||E|2.00|Requires Medium or High Power
3-* Eye, Laser Mic. [5]            1|mm.14|5/72 hours|0.10|10000||5P-N||E|2.00|Requires Medium or High Power
3-* Eye, Laser Mic. [6]            1|mm.14|6/72 hours|0.10|12000||5P-N||E|2.00|Requires Medium or High Power
2-* Eye, Optiscan Link             1|mm.14|8/72 hours|0.15|3000||5P-N||E|3.00|Communicate with eye lasers
2-* Eye, Optiscan Receiver         1|mm.14|8/2 weeks|0.00|2000||5P-N||E|2.00|Communicate with eye lasers
2-* Eye, Tool Laser                1|mm.14|8/2 weeks|0.15|3000||5P-N||E|2.00|Requires High Power, but uses Low Power range, cut through thin objects
2-* Eyes, Light Systems            1|mm.15|4/72 hrs|0.20|1200||1.50||E|1.50|-4 darkness modifiers, -6 for low-light vision
2-Eyes Flash System
3-* Eyes, L BrightLight            1|mm.15|8/2 weeks|0.40|1200||7P-Q||E|3.00|Same as flashpak, 3 uses
3-* Eyes, L Superflash             1|mm.15|8/2 weeks|0.00|1000||7P-Q||E|3.00|12M Stun, range modifiers on MM15, 1 use
