4-* Ford E-255M Media Van          24|4/8|85/4|4/0|2/2|-/0|40/1180|1+1b|37900|2/48hrs|1|Electronics Port, Large Portable Satellite Dish, Power Amplifiers 4, Satellite Link 3|sta2.39|
4-* GMC Bulldog Step-Van           24|4/8|85/4|4/2|2/2|-/0|50/1200|1+1b|32600|2/48hrs|1|Folding Bench Seat|r3.170|
4-* GMC Bulldog Step-Van(Security) 24|4/6|85/4|4/5|2/2|-/0|50/960|1+1b|52600|9/9days|2|Folding Bench Seat|r3.170|
4-* Leyland-Rover Trans(E Cl Bed)  24|4/8|90/5|4/0|5/2|-/0|70/430|2+1b|49000|3/72hrs|1|Folding Bench Seat, Electric, Closed Bed|r3.170|
4-* Leyland-Rover Trans(E Mini)    24|4/8|90/5|4/0|5/2|-/0|64/130|2+3b|52000|3/72hrs|1|Folding Bench Seat, Electric, Minibus|r3.170|
4-* Leyland-Rover Trans(E Pickup)  24|4/8|90/5|4/0|5/2|-/0|70/430|2+1b|49000|3/72hrs|1|Folding Bench Seat, Electric, Pickup|r3.170|
4-* Leyland-Rover Trans(G Cl Bed)  24|4/8|105/8|4/0|2/2|-/0|44/1200|2+2b|51000|3/72hrs|1|Folding Bench Seat, Gas, Closed Bed|r3.170|
4-* Leyland-Rover Trans(G Mini)    24|4/8|105/8|4/0|2/2|-/0|34/800|2+4b|51000|3/72hrs|1|Folding Bench Seat, Gas, Minibus|r3.170|
4-* Leyland-Rover Trans(G Pickup)  24|4/8|105/8|4/0|2/2|-/0|50[46 PS]/1350|2+1b|51000|3/72hrs|1|Folding Bench Seat, Gas, Pickup|r3.170|
4-* Lone Star Black Mariah USPTV   24|4/6|100/4|4/9|2/2|-/0|50/1255|2+1b|115000|12/12days|2|Gas Enviroseal, Life Support(12 man-hrs), 2 Mini-Turrets(1 CF Ammo Bin each)|r3.170|
4-* Renault-Fiat Eurovan(Camper)   24|4/10|105/6|4/0|2/2|-/0|90/550|2+3b|53000|3/72hrs|1|Folding Bench Seat, Camper|r3.171|
4-* Renault-Fiat Eurovan(Cov. Bed) 24|4/10|105/6|4/0|2/2|-/0|60/1500|2|34000|2/48hrs|1|Covered Bed|r3.171|
4-* Renault-Fiat Eurovan(Pickup)   24|4/10|105/6|4/0|2/2|-/0|64/1500|2|38000|2/48hrs|1|Pickup|r3.171|
4-* Rover Journeyman               24|3/8|125/7|3/0|3/3|-/0|8/600|2+2|50000|2/24hrs|1|Minivan, APPS, TDI Engine, Datajack Port, optional Rigger Adaptation|tss.6|
4-* V-W Superkombi III             24|4/8|105/7|4/1|2/3|-/0|18/150|2+5b|46300|3/72hrs|1|Folding Bench Seat|r3.171|
4-* V-W Superkombi III(Cov. Bed)   24|4/8|105/7|4/1|2/3|-/0|48/540|1+2b|47700|3/72hrs|1|Folding Bench Seat, Covered Bed|r3.171|
4-* V-W Superkombi III(Flat Bed)   24|4/8|105/7|4/1|2/3|-/0|48/540|2|42700|3/72hrs|1|Folding Bench Seat, Flatbed|r3.171|
4-* V-W Superkombi III(Pickup)     24|4/8|105/7|4/1|2/3|-/0|42/340|2+1b|42200|3/72hrs|1|Folding Bench Seat, Pickup|r3.171|
4-* V-W Superkombi III(RV)         24|4/8|105/7|4/1|2/3|-/0|24/800|4+2b|50300|3/72hrs|1|Folding Bench Seat, RV|r3.171|
3-Others SR2
4-* BMW i985/24                    17|4/8|80/220|2|0|2|1|12/6days|125000|2|sr2.???|
4-* BMW 9018s                      24|3/8|190/14|4/2|0/3|-/0|4/180|2+2+2|121200|-|-||cb1.20|
4-* BMW Burowagen HSR              17|3/10|50/145|3|1|2|4|90/45days|900000|2|sr2.???|
4-* Cadence Industries Wanderer    17|6/10|35/105|2|2|3|3|5/2days|50000|1|sr2.???|
4-* Chrysler-Nissan Python Turbo   17|3/8|65/195|2|0|3|2|8/4days|85000|2|sr2.???|
4-* Crowder                        17|5/10|25/55|1|1|6|1|2/1day|9000|.75|sr2.???|
4-* Dune Buggy                     17|5/4|40/120|3|0|1|1|2/1day|15000|1|sr2.???|
4-* EMC Carrona                    17|3/8|35/105|1|0|4|2|2/1day|15000|1|sr2.???|
4-* EMC Intracity E                17|2/6|35/50|1|0|3/6|1|2/1day|8500|.75|sr2.???|
4-* EMC Serena                     17|4/8|35/90|2|0|4|2|2/1day|19500|1|sr2.???|
4-* Eurocar 3000                   17|3/8|60/180|2|0|3|3|7/3days|75000|2|sr2.???|
4-* Honda Metrocar                 17|4/10|20/60|1|0|5|0|2/1day|7000|.75|sr2.???|
4-* Max Interceptor                17|3/8|65/240|2|2|2|2|14/7days|140000|2|sr2.???|
4-* Mercedes E160                  17|4/8|50/120|2|3|4|2|3/1day|26000|1|sr2.???|
4-* Mercedes ER350                 17|3/8|80/210|2|3|3|2|14/7days|140000|2|sr2.???|
4-* Mercedes L800                  17|3/8|70/170|5|9|3|4|45/22days|450000|2|sr2.???|
4-* New American Autoworks Roadcar 17|4/8|35/105|1|0|3|1|2/1day|11000|1|sr2.???|
4-* New American Motor's Drifter   17|4/8|35/105|3|1|2|2|9/4days|90000|2|sr2.???|
4-* New American Motors Armadillo  17|6/10|35/105|4|3|1|1|8/4days|85000|2|sr2.???|
4-* New American Motors Nautilus   17|6/10|35/105|2|1|1|0|3/1day|32000|1|sr2.???|
4-* Porsche 996/37                 17|4/8|80/260|2|0|3|1|20/10days|200000|2|sr2.???|
4-* Saab Dynamite 778TDI           17|4/8|80/250|2|3|1|3|25/12days|250000|2|sr2.???|
4-* Takaya Daimyo                  17|3/8|65/200|2|0|4|3|4/2days|44000|1|sr2.???|
4-* Toyo-Chevrolet '51 Chevy       17|3/7|40/120|2|0|5|1|3/1day|35000|1|sr2.???|
4-* Toyo-Chrysler Omega            17|4/8|50/150|2|0|2|1|2/1day|20000|1|sr2.???|
4-* Toyota Avante                  17|3/8|95/285|2|1|1|3|48/24days|480000|2|sr2.???|
4-* Volkswagon Electra             17|3/6|20/60|1|0|5|0|2/1day|8000|.75|sr2.???|
4-* VW Impuls                      17|3/8|35/90|1|0|5|2|2/1day|12000|1|sr2.???|
4-* VW Integra                     17|4/8|50/100|2|0|4|2|2/1day|14000|1|sr2.???|
3-Other3
4-* Ambunaught                     17|4/8|30/95|5|4|1|2|20/10days|200000|2|cb1.21|
4-* Audi A9 GTX Scirocco           24|3/3|140/15|3/3|2/3|2/0|3/300|2|45000|3/7days|2|Rally Car, no offroad speed change.  Roll bars, Datajack port, GPS, Rigger Control, Amphibious OPs Packages I-III, Secondary Controls, Spotlight, Satt Uplink|tss.6|
4-* Conestoga Trailblazer          17|4/8|30/90|5|0|2|2|15/7days|150000|2|sr2.???|
4-* Eurocar Blitz II               17|4/9|35/100|3|0|3|2|3/1day|32000|1|sr2.???|
4-* GM/Hyundai Worker Bee          17|4/10|10/30|2|2|1|3|15/7days|150000|2|cb1.22|
4-* New American Motors "Vulture"  17|6/11|35/105|5|4|2|0|21/10days|215000|2|sr2.???|
4-* Nissan-Holden Brumbry          17|4/3|30/90|2|0|2|2|2/1day|25000|1|sr2.???|
4-* Nordkapp-Conestoga (Command)   17|3/6|30/90|6|6|2|4|60/30days|600000|2|sr2.???|
4-* Nordkapp-Conestoga (Cargo)     17|3/6|30/90|5|3|2|0|20/10days|200000|2|sr2.???|
4-* Spinelli Autotech "Nomad"      17|4/2|45/135|2|1|3|2|5/2days|55000|2|sr2.???|
4-* VW TT50 ATV                    17|3/3|40/100|3|3|2|2|3/1days|39000|1|sr2.???|
4-* Yakurichi-Ural BR70            17|3/6|50/150|4|4|2|4|12/6days|120000|2|cp.20|
4-* Arasaka Riot-VIII              17|4/9|55/160|8|3|1|3|250/125days|250000|2|cb1.22|
4-* Ares Mobmaster                 17|4/10|30/120|5|15|2|5|365/182days|3650000|2|sr2.???|
4-* Ferrari Appaloosa Light Scout  17|2/3|100/200|3|9|5|2|100/50days|1000000|2|sr2.???|
4-* General Products COP           17|4/9|30/90|1|3|4|1|2/1day|25000|1|sr2.???|
4-* GMC MPUV                       17|5/3|40/120|2|9|4|0|2/1day|22000|1|fof.63|
4-* Harley Electraglide-1000       17|3/4|95/285|3|6|2|1|7/3days|75000|2|sr2.???|
4-* LAV-98 "Devil Rat" APC         17|5/3|25/75|3|12|6|2|25/12days|250000|2|fof.64|
4-* LAV-103 "Striker" Light Tank   17|6/4|25/75|5|15|6|2|48/24days|480000|2|fof.65|
4-* MAN BGS-TF3                    17|4/6|35/140|4|12|2|3|40/20days|400000|2|sr2.???|
4-* M-62 "Volcano" SAM Launcher    17|3/4|20/55|6|4|5|2|950/475days|9500000|2|sr2.???|
4-* Mercedes PE Kommando           17|3/6|40/200|3|6|3|2|35/17days|350000|2|sr2.???|
4-* Ruhrmetall Wolf II AFV         17|3/4|90/180|4|9|4|2|60/30days|600000|2|sr2.???|
2-Fixed Wing Aircraft
3-Airliners
4-* Hawker-Ridley HS-895 Skytruck  24|5|135(320)/22|9/0|3/3|-/1|260/9000|2+40b|1131250|-|1.00||r3.178
4-* Lockheed C-260 Transport       24|6|150(600)/35|9/12|2/3|-/1|3000/55000|5|5876500|-|1.00||r3.178
3-High Speed Commercial Airliners
4-* Lockheed "Arrow" HSCT          24|6|125(2500)/60|10/0|2/4|-/3|250/15000|204|8275000|NA|1.00|6 Partial Basic Living Amenities|r3.178
4-* Airbus A1570 HSCT              24|6|125(3000)/80|10/0|2/4|-/4|360/10000|124|8040000|NA|1.00|Rigger Adaption, 6 Partial Basic Living Amenities|r3.178
3-Jet Fighters
4-* Aztech Halcon GAA              24|5|150(1800)/80|7/12|6/4|-/9|3/2600|1e|4500000|NA|3.00|Gas Enviroseal, 2 External Fixed Hardpoints, 7 External Missile Mounts, Thermal Baffles 4 (factored in), ECM 9, ECCM 9, 3 Medium Launch Control Systems|r3.179
4-* Bac-Dessault-MBB EFA Variants  24|4|150(2000)/150|7/6|5/3|-/7|2/1700|1e|2137500|NA|3.00|Gas Enviroseal, External Fixed Hardpoint, 4 External Missile Mounts, Thermal Baffles 2 (factored in), ECM 4, ECCM 5, 2 Medium Launch Control Systems|r3.179
3-Single Engine Aircraft
4-* Fiat-Fokker Cloud Nine         24|4|60(200)/21|4/0|4/2|-/1|9/325|2+2b|315000|16/16 days|1.00|Floatation Package, 2 Folding Bucket Seats|r3.179
3-Twin Engine Aircraft
4-* CASA J-239 Raven               24|3|135(400)/30|6/0|3/1|-/4|44/450|2|331000|17/17 days|1|Customised Engine(factored in), 2 External Hardpoints |r3.180
4-* Cessna C750(Cargo)             24|5|135(340)/22|6/0|4/2|-/1|48/1100|2|177000|9/9 days|1.00||sr3.310,r3.180
4-* Cessna C750(Passenger)         24|5|135(340)/22|6/0|4/2|-/1|36/500|4|167000|9/9 days|1.00||sr3.310,r3.180
4-* Embraer-Dassault Mistral       24|4|135(300)/21|6/0|4/2|-/1|12/600|17|362000|18/18 days|1.00||r3.180
4-* Lear-Cessna Platinum I         24|4|135(330)/24|6/0|4/3|-/2|29/400|2+3b|213000|15/15 days|2.00|3 Folding Bench Seats|r3.180
4-* Lear-Cessna Platinum II        24|4|135(800)/40|6/0|3/4|-/2|35/1000|2+2b|427000|26/26 days|2.00|2 Folding Bench Seats|r3.180
3-Ultralights
4-* Artemis Nightglider            24|3|10(60)/4|2/0|9/1|-/0|4/190|1|46500|3/72 hrs|1.00||r3.181
4-* Moonlight Aerospace Avenger    24|4|40(200)/21|2/4|6/2|0/1|0/58|1|50000|3/72 hrs|2.00|2 External Firmpoints|r3.181
3-Vectored Thrust
4-* Renraku Tendai LAV             24|4|700/30|7/15|3/4|4/8|36/15000|3+12|20000000|-|3.00|ECM/ECCM Military, level unknown.  2 external drone racks, 2 small remote turrets, 20 Naga AP mines, 4 automatic grenade launchers|tss.6
3-SR2 Others
4-* Airbus A110                    17|5|420/550|6|0|3|3|90/45days|900000|2|sr2.???|
4-* Dornier Europa                 17|4|380/580|4|0|3|3|33/16days|330000|2|sr2.???|
4-* Dornier K2                     17|4|120/300|3|3|6|1|17/8days|170000|2|sr2.???|
4-* Dornier Wal II                 17|4|320/480|7|0|3|2|85/42days|850000|2|sr2.???|
4-* Embraer-Dessault Mistral       17|4|300/450|4|0|3|2|37/18days|375000|2|sr2.???|
4-* Federated Boeing Eagle         17|3|900/1800|5|12|5|3|500/250days|50000000|-|sr2.???|
4-* Hawker-Ridley HS-895           17|5|400/600|5|0|3|2|250/125days|2500000|2|sr2.???|
4-* Piper Montebank                17|2|300/500|3|0|3|2|5/2days|50000|2|sr2.???|
4-* ATF-37B Thunderhawk            17|3|600/1385|8|2|5|5|1250/625days|12500000|2|sr2.???|
4-* BAC-Dassault-MBB EFA Variants  17|3|950/1900|4|6|4|3|500/250days|5000000|2|sr2.???|
4-* C-60 Titan Medium Transport    17|7|150/350|5|12|4|3|70/35days|700000|2|fof.66|
4-* CASA J-239 Raven               17|3|200/400|3|0|4|1|17/8days|175000|2|sr2.???|
4-* EFA 50/IV                      17|3|1000/2000|4|9|6|3|1200/600days|12000000|2|sr2.???|
4-* Federated Boeing Eagle         17|3|900/1800|5|12|5|3|5000/2500days|50000000|2|sr2.???|
4-* Fed-Boeing Falcon              17|4|135/400|4|1|4|2|250/125days|2500000|2|sr2.???|
4-* GD Hummingbird                 17|3|400/800|4|2|2|3|150/75days|1500000|2|sr2.???|
4-* GF F-36 Comet                  17|1|830/1860|7|2|5|3|450/225days|4500000|2|sr2.???|
4-* Lockheed-Cessna Pinto          17|3|265/600|6|2|4|2|1050/525days|10500000|2|sr2.???|
4-* McDonnell Douglas C111         17|4|120/275|3|4|3|3|75/37days|750000|2|sr2.???|
4-* MDD F-33 Wasp                  17|2|730/1660|8|2|3|3|350/175days|3500000|2|sr2.???|
4-* Moonlight Aerospace Avenger    17|4|100/200|3|9|8|2|25/12days|250000|2|sr2.???|
4-* Night Glider                   17|3|15/60|1|0|12|1|4/2days|45000|1|fof.62|
4-* TYPHON Hunter                  17|3|1000/2000*|5|8|6|3|NA|8000000|NA|fra.142|
2-Hovercraft
3-Heavy Hovercraft
4-* GMC-Nissan Hovertruck          24|5|120/5|5/0|2/1|-/0|94/1850|2+1b|200000|10/10 days|1|Folding Bench Seat|r3.181
4-* GMC-Nissan Hovertruck          17|4|40/120|4|0|5|1|10/5days|100000|2|sr2.???|
4-* NT Vodianoi Personnel Carrier  24|4|150/10|5/6|4/3|-/4|42.5/2400|1+2+2b+2b|468600|24/24days|3.00|EnviroSeal (Gas with Cabin Overpressure), Radar Absorbent Materials 1 (factored in), Electronics Port (with Rating 3 Radio), Thermal Baffles 1 (factored in), 2 Ring Mounts|sota.78
4-* NT Vodianoi Assault Craft      24|4|150/10|5/6|4/3|-/4|26.5/2375|1+2+2b+2b|489600|25/25days|3.00|EnviroSeal (Gas with Cabin Overpressure), Radar Absorbent Materials 1 (factored in), Electronics Port (with Rating 3 Radio), Thermal Baffles 1 (factored in), Small Turret (5 CF Ammo Bin), Medium Launch Control System, 8 Internal Missle Mounts|sota.78
3-Light Hovercraft
4-* Silkorsky-Bell Red Ranger      24|3|270/16|3/2|2/3|-/1|10/98|2|336000|17/17 days|1.00|Amphibious Operation 3|r3.181
3-Medium Hovercraft
4-* Chrysler-Nissan G12A(cargo)    24|4|120/5|4/0|2/2|-/0|66/1000|2|62000|4/96 hrs|1.00||sr3.309, r3.182
4-* Chrysler-Nissan G12A(passenger)24|4|120/5|4/0|2/2|-/0|12/250|10|57000|3/72 hrs|1.00||sr3.309, r3.182
4-* Chrysler-Nissan G14 "Swampy"   24|4|120/5|4/12|3/4|-/0|21/400||750000|10/10 days|2.0|medium turret (weapon n/i), provisions for 2 drone racks or 4CF AA missiles|tss.6|
4-* GMC Beachcraft Patroller       24|4|165/9|4/6|1/2|-/0|65/510|2|176000|15/15 days|2.00|External Fixed Hardpoint (1 CF Ammo Bin)|sr3.311,r3.182
4-* GMC Beachcraft Vacationer      24|4|105/7|4/0|2/3|-/0|180[174 PS]/1250[600 PS]|2+2b|289000|15/15 days|1.00|Basic Living Amenities|r3.182
4-* Lone Star SWAT Hovertruck      24|4|120/8|4/6|2/3|-/0|28/870|2+5b|214000|17/17 days|2.00||r3.182
4-* Mostrans KVP-14T(standard)     24|4|180/9|4/0|2/1|-/0|72/800|2|124000|7/7 days|1.00||r3.182
4-* Mostrans KVP-14T(passenger)    24|4|180/9|4/0|2/1|-/0|18/300|11b|143000|8/8 days|1.00||r3.182
3-Others
4-* Bensen Cascade                 17|7|115/350|2|1|2|2|20/10days|200000|2|cb1.19|
4-* Bensen Violator                17|4|65/200|1|0|2|2|10/5days|100000|2|sr2.???|
4-* Dornier Manta                  17|3|60/150|4|0|4|2|8/4days|80000|2|sr2.???|
4-* MAN Titan                      17|4|40/120|5|0|2|1|14/7days|140000|2|sr2.???|
4-* MK QuietGlide                  17|4|40/110|4|0|4|2|10/5ays|100000|2|sr2.???|
4-* MosTrans KVT-2                 17|5|35/105|14|30|3|4|9000/3000days|90000000|2|sr2.???|
4-* Nissan Ford FanMaster          17|5(6)|35/135(3/7)|3|2|4|2|20/10days|200000|2|sr2.???|
4-* GMC-Beachcraft Striker         17|4|80/200|4|6|5|2|500/250days|500000|2|sr2.???|
4-* GMI HovTransport               17|5|65/200|4|4|4|2|720/360days|720000|2|sr2.???|
4-* Ruhrmetall Orkan LK            17|5|60/140|4|12|4|2|80/40days|800000|2|sr2.???|
4-* Sikorsky-Bell "Red Ranger" ACV 17|4/6(3/5)|150/450(30/90)|2|6|3(8)|3|25/12days|250000|2|sr2.???|
2-Rotorcraft
3-Attack Helicopters
4-* Aztechnology Aguilar-EX        17|4|280/560|3|6|4(8)|4|260/130days|2600000|2|sr2.???|
4-* Aztechnology Aguilar-EX        24|4|350/27|5/5|2/4|-/7|2/1560|2|1508250|NA|3.00|External Fixed Hardpoint, 5 External Missle Mounts, ECM 6, ECCM 7, 2 Medium Launch Control Systems|r3.183
4-* Eurocopter Tiger               24|3|300/21|5/5|3/3|-/5|3/1600|2|982500|-|3.00|Crash Cage, Datajack Port, Drive-by-Wire 1, ECM 2, ECCM 2, 2 External Fixed Hardpoints (located under chin), Medium Launch Control System, Rigger Adaptation, 2x3 Rocket Mounts (Wingtip)|sota.78
4-* M-K Sperber Military Variant   24|4|350/32|5/9|5/3|-/6|2/580|2|1380000|-|3.00|ECM 5, ECCM 5, Thermal Baffles 1, 4 External Rocket Mounts and 1 Fixed Firmpoint on each Wing (8 mounts and 2 firmpoints total), Medium Launch Control System, Mini-Turret (located under chin)|sota.78
4-* M-K Sperber Security Variant   24|4|350/32|5/5|4/3|-/5|5/880|2|1123250|-|2.00|ECM 2, ECCM 2, 2x3 External Rocket Mounts (Wingtip), Medium Launch Control System, Mini-Turret (located under chin)|sota.78
3-Autogyros
4-* Ilyushin-Greifswald Argus      24|3|275/20|2/6|4/3|-/5|1/25|1|200000|7/7Days|2.0|Remote Popup Micro-Turret (weapon n/i), optional pintle mount for pilot|tss.6
4-* Northrup Mosquito PRC-51F      24|2|120/18|2/3|5/2|-/4|1/20|1|250000|4/4Days|2.0|ECM 1, ECCM 2, Micro-Turret (weapon n/i), optional missile pods|tss.6
4-* Northrup Wasp PRC-42B          24|3|130/15|3/0|3/0|-/2|2/72|1|54000|9/9 days|2.00|ECCM 1,Micro-Turret (weapon n/i)|sr3.311,r3.183
4-* Northrup Wasp PRC-42F          24|3|130/15|3/2|4/0|-/2|2/32|1|72000|10/10 Days|2.00|ECCM 1,Micro-Turret (weapon n/i)|r3.183
4-* Northrup YellowJacket PRC44B   24|4|130/15|3/0|3/0|-/2|1/52|1|52000|9/9 days|2.00|ECCM 1,Micro-Turret (weapon n/i)|r3.183
4-* Northrup YellowJacket PRC44F   24|4|130/15|3/2|4/0|-/2|1/27|1|76000|10/10 Days|2.00|ECCM 1,Mini-Turret (weapon n/i)|r3.183
3-Cargo Helicopters
4-* Ares Dragon                    24|5|260/10|7/0|3/3|-/1|95/3250|3|590000|30/1Month|1||sr3.310,r3.184|
4-* Hughes Airstar                 24|4|200/16|7/6|3/4|-/1|226/2100|11|1330500|n/a|1|Concealed Armor, Partial High Living Amenities|r3.184|
3-Tilt Wing Airplanes
4-* Ares TR-55 Class C             24|5|320/12|5/5|4/3|-/1|24/100|2+3b|338000|17/17Days|1.00|3 Folding Seats,VTOL|r3.184|
4-* Ares TR-55 Class E             24|5|350/12|5/0|4/3|-/1|25/500|11|338000|21/21 Days|2|VTOL|r3.184|
4-* Ares TR-55 Class T             24|5|350/12|5/0|4/3|-/1|7/500|14|350000|18/18Days|1.00|VTOL|r3.184|
4-* Doc Wagon CRT Air Unit         24|5|320/8|7/0|1/3|-/1|2[336 PS]/350[800 PS]|2|1266750|-|2.50|VTOL, Anti-Theft System (Rating 6), 2 External Hardpoints, Medical Clinic(2 patients Rating 4)|r3.184|
4-* Doc Wagon Osprey II            24|5|380/10|5/3|2/3|-/1|12[168 PS]/300[400 PS]|2|935000|-|2.50|VTOL, Anti-Theft System (Rating 6), 2 External Hardpoints, Medical Clinic(2 patients Rating 4)|sr3.311,r3.184|
4-* Fed-Boeing Commuter            24|5|320/10|5/0|4/3|-/1|6/850|17|318000|16/16Days|1.00||r3.184|
3-Utility Helicopters
4-* Agusta-Clerva Plutocrat        24|4|290/17|4/2|3/4|-/1|7/240|2+1b|421000|26/26 Days|2.00|2 Folding Bucket Seats, Reinforced Bench Seats, Partial High Living Amenities, Electronics Port w/Satelite uplink|r3.184
4-* Agusta-Clerva Plutocrat (S)    24|4|290/17|4/2|3/4|-/1|8/140|2+1b|517000|-|2.00|2 Folding Bucket Seats, Reinforced Bench Seats, Partial High Living Amenities, Electronics Port w/Satelite uplink, Small Turret|r3.184
4-* Doc Wagon SRT                  24|5|250/18|4/0|3/3|-/1|5[84 PS]/500[200 PS]|1|773750|-|1.50|Anti-Theft System (Rating 6),Medical Treatment Gear (1 patient), Carries 1 patient 1 medtech and a pilot|r3.184
4-* E-D Dorocilo(base)             24|4|350/15|5/0|3/4|-/0|55/2400|2|550000|11/10 Days|1.00|base model, no toys|tss.6
4-* E-D Dorocilo(cargo)            24|4|350/15|5/0|3/4|-/0|555/2400|2|575000|11/10 Days|1.00|back ramp, side door|tss.6
4-* E-D Dorocilo(commuter)         24|4|350/15|5/0|3/4|-/0|87/2400|2|600000|15/15 Days|1.00|4x2-aisle-2 bucket seats, side door|tss.6
4-* E-D Dorocilo(Luxury)           24|4|350/15|5/0|3/4|-/0|65/2400|2|800000|18/18 Days|2.00|4 comfy bucket seats, 3 person couch + 2 foldup bendhes, 2 mahogany desks, comm/entertainment suite, satt Matrix uplink, kitchen, bar, side door |tss.6
4-* E-D Dorocilo(Troop Carrier)    24|4|350/15|5/9|3/4|-/0|85/2400|2|750000|260/130 Days|3.00|10 oversized bucket seats, weapon rack, tac comm, 2 side doors and back ramp|tss.6
4-* E-D Dorocilo(Drone Carrier)    24|4|350/15|5/9|3/4|-/0|305/2400|2|1050000|260/130 Days|3.00|4 external drone racks, internal storage for 2 cars or 4 Steel Lynx-sized vehicles or drones, drone rearmament and recharge facility, Speed 250 when loaded|tss.6
4-* Fuchi Tsumukari                24|6|400/20|6/12|3/4|4/8|505/800|3+12|7500000|260/130 Days|3.00|cargo space for 12 men and a manned APC, medium remote turret(rotary autocannon), 4 remote micro-turrets(2xTwin LMG), 4CF AA missiles, 8CF AG rockets, 4CF AG missiles, 4CF air-drop AP mines|tss.6
4-* Hughes WK-2                    24|5|190/14|4/0|3/3|-/1|70/1250|2|257500|13/13 Days|1.00||sr3.310,r3.184
4-* Doc Wagon Hughes WK-2          24|5|190/14|4/6|1/3|-/1|4[84 PS]/200[200 PS]|2|828750|-|2.50|Anti-Theft System (Rating 6), 2 External Hardpoints, Medical Treatment Gear (2 patients)|r3.184
3-Others
4-* Aztechnology Aguilar-EX        17|4|280/560|3|6|4(8)|4|260/130days|2600000|2|sr2.???|
4-* Bell UH-10 PAPC                17|5|90/180|8|4|5|4|185/92days|1850000|2|sr2.???|
4-* COUGAR                         17|2|360/720|2|4|5|3|NA|5400000|NA|fra.143|
4-* Mil-62                         17|4|240/480|4|8|4|3|190/95days|1900000|2|sr2.???|
4-* MK Sperber                     17|4|240/430|4|9|4|3|300/150days|3000000|2|sr2.???|
4-* PRC-42F Wasp                   17|2|65/100|2|6|7|0|27/13days|274000|2|fof.70|
4-* PRC-44F Yellowjacket           17|3|65/100|3|9|7|0|39/19days|390000|2|fof.70|
4-* Sikorsky-Mitsubishi Dragon     17|4|280/560|8|9|2|4|500/250days|5000000|2|cb1.23|
4-* UH-90 Utility/Squad Helicopter 17|4|230/270|4|3|3|3|100/50days|1000000|2|sr2.???|
4-* Aztechnology Aguilar-EX        17|4|280/560|3|6|4(8)|4|260/130days|2600000|2|sr2.???|
4-* COUGAR                         17|2|360/720|2|4|5|3|NA|5400000|NA|fra.143|
4-* MK Sperber                     17|4|240/430|4|9|4|3|300/150days|3000000|2|sr2.???|
2-Ships
3-Aircraft Carriers
4-* MF Akihito-Class Supercarrier  24|5|45(20)/3|9/12|1(2)/4|-/10(2)|2984748[158500 PS]/8424995[1425000 PS]|-|999999999|-|1|Actual cost: 9 BILLION NUYEN,Aircraft Facilities (10 facilities 80 planes), Flight Deck (325m Angled Catapult/Arrestor), ECCM 10, ECD 6, 2 Remote Large Turrets (12 medium Internal Missle Mounts Each), 4 Medium Launch Control Systems, 4 Remote Medium Turrets w/ANDREWS System, 5500 Basic Living Amenities, 500 Improved Amenities|r3.186
3-Corvette
4-* CSS Stuart Class Corvette      24|3|70(30)/5|3/3|3(4)/4|-/4(4)|302[3600 PS]/2500[52500 PS]|-|60000000|-|1.00|Medium Remote Turret (Victory Autocannon w/ 500 rnds in 2 CF ammo bin), 2 Medium Remote Turrets (8 Medium Internal Missle Mounts), 2 Launch Control Systems, 35 Basic Living Amenities|r3.186
3-Frigate
4-* Shiawase Aohana-Class Frigate  24|4|45(20)/4|4/3|2(4)/4|-/6(4)|6889[21250 PS]/75000[668000 PS]|-|116000000|-|1.00|Aircraft Facilities (1 Helicopter), Medium Remote Turret (Light Naval Gun w/500 rds in 16 CF ammo bin), Medium Remote Turret (Victory Autocannon w/2000 rds in 13 CF ammo bin), 2 Torpedo Tubes (20 torpedoes w/autoloader), 6 Heavy Launch Control Systems, 24 Heavy Internal Missile Mounts, 300 Basic Living Amenities|r3.186
3-Merchantmen
4-* Cunard Princess Victoria Liner 24|4|50(15)/2|5/0|3(2)/4|-/4(1)|39300[35700 PS]/734995[750000 PS]|-|40000000|-|2.00|30 Basic Living Amenities, 200 Improved Living Amenities, 100 High Living Amenities|r3.187
4-* KM Jorgensen Class Merchantman 24|5|25(10)/1|7/0|2(2)/3|-/1(1)|300000[3000 PS]/1999440[37500 PS]|-|140000000|-|1.00|Crane (5000 kg), 25 Basic Living Amenities|r3.186
3-Others
2-Submarines
3-Attack Submarines
4-* USS New Hampshire Attack Sub   24|4|(50(35)/22(15))/4(2)|5/9|(7(7)/6(4))/4|-/7(9)|358[11700 PS]/2282360[236250 PS]|-|860000000|-|1.00|Water and Engine Enviroseal, Oxygen Generator, 6 Torpedo Tubes, 12 Heavy Launch Control Systems, 36  Torpedoes, 16 Heavy Internal Missile Mounts, 105 Basic Living Amenities|r3.187
3-Commercial Submarines
4-* KM Triton Class Submarine      24|5|(30(20)/10(2))/1(1)|7/3|(5(4)/5(3))/3|-/2(2)|200000[2940 PS]/15000000[36000 PS]|-|435000000|-|1.00|Water and Engine EnviroSeal, Oxygen Generator, 24 Basic Living Amenities|r3.188
3-Minisubs
4-* Saeder-Kruppp D.J. Locker      24|3|15(30)/3(3)|4/0|(8(8)/6(4))/2|-/0(1)|3/410|2|193000|10/10 days|1.00|Water & Engine EnviroSeal, Life Support (10 man-hours), Mechanical Arm (STR 12), Spotlight|r3.188
